Comments,Sentiment
"cocok jadi pejabat bang atau enggak kerja di bumn, soalnya anti kritik ",negatif
1. tim pr nya kecolongan kah? 2. orang oppo kok pake apple? ga yakin yaa pake punya sendiri?,negatif
bukan sadar diri tapi malah.....,negatif
"sales lu aja pake buah apel , ckckck",negatif
"bang lu kek masak air, tapi pake minyak di oven...",negatif
ga mau nerima masukan = gali kuburan sendiri  apalagi  direact videonya david gadgetin,negatif
serius brand sebesar oppo bikin konten seperti ini??? brand lain buat feedback content gak sampai sgininya nyindir2 brand kompetitor.   gw dari pihak netral memang lebih percaya  bahwa harga yang diberikan oppo tidak sesuai dengan spesifikasi yang didapatkan.,negatif
"gileeeee, gak cuma gadgetin  dibantah  pecat aja gak sihhh ",negatif
kayaknya musti ganti cmo dah oppo indonesia,negatif
cringe cringe cringe..,negatif
lah itu pake apple?,negatif
"lmao this brand really want to kill themself? good try, you really do that to yourself.",negatif
"definisi g*bl*k natural, kalau nyari engagement juga ga gini. ini si bundir",negatif
flop carl pei wannabe. btw nama lu gw coba cari di list forbes 30 under 30 kok ga ada sih? cosplay sampai segitunya,negatif
"<a href="" di sini, kesan angkuhnya top bgt",negatif
"jujur lucu sih ngeliat konten ini. gue dah liat video david gadgetin.    di awal dia muji-muji lho mengenai desain, ip65, dll dan cuma protes ke haptic serta chipset. tapi di sini yang di reaction cuma di bagian kritik itu   lebih gokilnya beliau ini bilang,&quot;kami fokus ke performa.&quot;  tapi mengakui kalau ada kompetitor yang lebih handal soal game, karna mereka memang berfokus ke &quot;seimbang&quot;.  orang ini paham kagak sih performa dan seimbang itu dua hal berbeda? performa itu bagian menonjol banget, sedangkan seimbang ya rata.    belom lagi kok tiba tiba bilang oppo memberikan fitur ai? korelasinya dengan masalah chipset, performa dan seimbang ini apa ya?    oh, buat ganti chipset yang dipangkas? waduuh. gimana bilangnya ya. ini kayaknya kita beli aplikasi ai dari oppo ya?    ibarat kata hp ini 6jtan buat harga hpnya, tpi lisensi fitur ainya itu 2jtam  udah kayak langganan midjourney aja ",negatif
overrated brand... dari dulu selalu berhasil ngomporin keluarga &amp; kerabat terdekat silahkan kalo mau beli hp apa aja kecuali oppo...,negatif
"srius oppo, sebelum up, udah di tonton terlebih dahulu ga sih? apa lepas tangan di rec dan di edit pihak lain, dan tadaaaa udah jadi, langsung up. kocak. poin2nya kontradiksi. dan responnya kayak &quot;gitu aja?&quot;. membandingkan bukan dengan yang sekelas pula seakan ngaku standar harganya setara bran lain di tahun  udah lewat dan bran lain di kelas harga yang lebih rendah.",negatif
downfall,negatif
untung belum pernah pake produk oppo,negatif
blunder blunder blunder,negatif
blunder  akan menurunkan,negatif
kok berasa kayak sengaja bikin video gini ya,negatif
"are they realy know the market? are they realy follow the indonesian market needs? , masalahnya konsumen sudah semakin pinter dan sudah bisa menyesuaikan budget dengan kebutuhan mereka.. , jadi masih efektifkah marketing sprti ini di tengah konsumen yang makin bisa menilai value dari sebuah produk? wake up bro",negatif
9 juta loh bos. lu cuma ngandelin desain doang? v40 aja bisa jual lebih murah tapi desain bagus. kontol boti,negatif
"kesalahan itu kalo lagi bahas strength suatu produk itu sekaligus merendahkan produk/brand lain di waktu bersamaan, its a big mistakes.",negatif
"padahal di china oppo bisa bersaing lho, disini malah gak jelas ",negatif
wkwkw boti toioi,negatif
aduh bang soppo,negatif
clown,negatif
lah kocak malah anti kritik,negatif
les bahasa inggris dimana om?,negatif
rilis seri find x8 mulai harga 9 jutaan kalau bisa,negatif
gosong chef,negatif
"ini script ada yang nulis atau pemikiran langsung dari dia ya , kok bisa se lucu ini",negatif
cmo oppo aja pake macbook percuma ditutupin juga keliatan wkwkw,negatif
"bulshit, seimbang atau efisiensi cost? biar profit lebih tinggi wkwk",negatif
boty = badut of the year at its finest,negatif
listen or defend?,negatif
kocak lu ahh wkwkwk,negatif
"bukannya evaluasi, malah bela diri.",negatif
wah sombong sekali,negatif
oh aja deh,negatif
sebelum vidio di hapus.. alangkah baiknya save dlu ga sih.,negatif
"ini sih blunder, jtohny gk mw nerima kritik",negatif
btul wkwk,negatif
blunder le,negatif
ada  tau brand hp apa aja  disensor?,negatif
"heleh ngomong doang &quot;ingin mendengar feedback&quot; tapi giliran dikasih kritik, malah defensif kek gini. itu kritik juga kalo diterima dengan baik bisa jadi feedback bagus buat produknya.  tapi kalo liat yang dipakai cmonya, produk apple emang bagus sih.",negatif
"blunder tross wkwk, mikir ga sih ini cmo lo sebelum bikin konten ginian? secara ga langsung cmo lo ngebuat kompetitor punya celah buat ngecounter lo abis&quot;an. oiya, lo sergio ramos apa brand hp? kerjaannya defensif pas dikritik bukannya terima trus niat berbenah, malah seniat itu ngecounter reviewer  juga konsumen kalian dengan gaya angkuh cmo lo. mentang&quot; ngerasa brand paling byk dipake lo disini? ga ya, lo brand overrated, dah titik. big l dari gue mantan user  nyesel pernah pake produk flagship lo. video ini jd bukti lo gada kelas&quot;nya sm sekali buat jadi brand hp ",negatif
"<a href="" masih kenceng dan ngebut exynos woy mana panas? s23fe panas? kocak harganya samaan lagi",negatif
s23fe emg panas kocak,negatif
@@yaseer902 dg peforma yang melebihi oppo reno wajar lah panas,negatif
@@sserahlunyed setuju kalo masalah performa,negatif
"mohon maaf, ini saya dislike wkwk",negatif
our cmo reacts to youtube comments,negatif
"ya harusnya oppo kan meriset dulu sebelum launching, harusnya berterima kasih sama reviewer kyk gadgetin dikasih masukan  baik, malah blunder ga jelas",negatif
"niatnya nge-reaction keluhan reviewers tapi malah blunder,nyenggol brand sebelah pula.kalo di kritik tuh ya introspeksi diri bukan malah ditutup tutupin",negatif
"<a href="" kocak ngatain brand lain lah situ aja pake laptop apple kenapa ga pake laptop oppo oh iya kan ga punya",negatif
"malu anjir ama infinix, mereka aja bikin laptop ",negatif
ketika orang keras kepala di komentar/kritik  jadi lah video ini,negatif
bro thinks this is good movement lol poor the pr team,negatif
ada-ada aja kelakuan hape mid nir fitur unggulan,negatif
"oppo just trash, accept it",negatif
wkwkwkwk logo applenya muncul,negatif
"pantesan brand badut, cmo-nya aja pelawak handal",negatif
sekelas brand besar masa buat marketing seperti ini,negatif
well done u just kill ur own market,negatif
the downfall of oppo,negatif
badut of the year sih ini,negatif
"pantengin aja dulu guys,liat aja ni keblunderan nya sampe mana..dan tunggu bikin sg atau apalah itu buat klarifikasi",negatif
blunder wkwk,negatif
blunder bang. udahlah,negatif
termasuk betah isin,negatif
editor dan qc auto dipecat,negatif
blunder,negatif
"apa tuh <a href=""",negatif
"terima kasih , oppo indonesia  telah menyarankan saya lebih baik pake produk apple (time stamp <a href=""",negatif
"videonya duduk depan meja dan laptop yang logonya disensor (walo bocor2), tapi kegiatannya menggali lubang kubur sendiri. edit: sudah ga bocor lagi logo apelnya, tapi kenapa ga sekalian mulut cmo nya ga diblur juga? padahal itu sumber aib utama.",negatif
yahaha blunder,negatif
nyimak,negatif
puas bgt dengerin lawakan hari ini,negatif
"ketika cmo atau even brandnya panasan, jadi kyk pembelaan  lebih terdengar ngeles  btw kasian nih mungkin ada editor atau tim qc video  bakal kena sp",negatif
"jualan produk kok anti kritik, udah gk beres perusahaan luuu..",negatif
ini serius oppo bilang begini?,negatif
duarius bang,negatif
"this is not react, this is denial and ngeyel. cari pembenaran doang.",negatif
ga fokus haptic feedback tapi fokus performa tinggi,negatif
kayanya demi performa dan efisiensi tapi nyatanya performanya ampas dibanding kompetitor,negatif
"if this idea is coming from the cmo himself during weekly meeting then what a bad response, you&#39;re not doing anything good from this . on the contrary, this is a bad representation of oppo on handling public opinion. i won&#39;t be using your device, thanks for this oppo ",negatif
"you sound like an anti-critics old hag. man, if you&#39;re even qualified as a cmo, i can also be one, even better. aslo, why do you need that macbook in front of you? to read some garbages? i believe, oppo has the oppo pad truly suitable for just reading your nonsense cheat sheet. you won&#39;t even need to censor that apple logo exposed in <a href="" on the other hand, you can advertise the oppo pad which i believe it&#39;s something basic for a so-called cmo to do.",negatif
"sekelas brand besar, apalagi cmonya, harusnya tau gimana nanggepin review produk mereka dgn baik. 1 hal  pasti, ga kaya gini caranya",negatif
najis make oppo,negatif
dari video ini bisa disimpulkan gunakanlah produk apple,negatif
"ini yang bikin skrip kacau, sih. kesinambungan tiap poinnya berantakan dan beberapa kontradiksi.",negatif
"@@tanyadegurechaff203 dan gunakan properti juga.. nyandang nama branding besar padahal lini tab nya ada tapi gak di gunakan, saya kan jadi mikirnya tab nya gak bisa buat nonton youtube atau jadi media baca.. ",negatif
"sengaja sih ini kayaknya, mungkin staf nya juga udah pada males sama orang ini. makanya script dibikin kacau, editing bocor. tipe2 bos tukang perintah tapi gak mau tau kendala di bawah.",negatif
​@@minumnyadikokopsengaja di tepi jurangin ini mah,negatif
tebak sdm,negatif
@@minumnyadikokop kesempatan buat para karyawannya biar si bos kena masalah,negatif
parodi tahun ini,negatif
jangan² dia pakai apple hpnya awokwokwok,negatif
"bro, what r u doing  u just kll your brand",negatif
" cmo nya ngasih kerjaan buat para admin sosmed, good luck",negatif
lawak,negatif
blunder of the month,negatif
anti kritik,negatif
njirr sampah kali ni produk,negatif
if this guy got fired we already know why,negatif
bbk group clown  ️,negatif
"pentingnya pilih karyawan yang pinter, ini sekelas sales pinggir jalan suruh review hape di yt official resmi ... wkwk   haptic feedback kok dibandingin sama durabilitas layar, kualitas layar flagshipn? huahahahaha ngakak ",negatif
pdhl layarnya sama smasnug pun kalah,negatif
"9jt aja pakai d7300  apalagi sejutaan. alias oppo a3x, udh chipset rebranding th 2020 setara g70 (mlh lbih bagus dikit g70) pake emmc. lemot parah, mungkin dibuat tahan banting krn bs menampung kekesalan usernya krn kelemotan oppo a3x. ",negatif
kesimpulannya gmn?,negatif
pernyataan begitu mungkin cocok buat ngejelasin ke orang&quot; di tahun 2017an  mungkin mereka manggut&quot; aja.  bangun pak ini tahun 2024 loh,negatif
anti kritik?,negatif
setelah gua tonton.. entah kenapa tangan gua gerak sendiri open new tab terus buka web savefrom,negatif
emang harus diabadikan,negatif
wajib diabadikan,negatif
goreng rek,negatif
pantas penjualan menurun. bos sama sales sama kocaknya,negatif
"nitip sandal dulu, mo balik lagi nanti ",negatif
sebuah video sanggahan,negatif
take the l oppo,negatif
"blunder yahaha... aslinya user apple, sayang banget prodak kek tablet ga kepake",negatif
"hp oppo keluaran 2024 full gimmick. klaim tahan banting &amp; pecah, pake nyediain demo pukulin hp ke batu jaminan anti pecah. tapi ada pengunjung content creator masak eks mci nyobain demo, pecah juga tu layar hp nya ",negatif
"kelasnya cmo lho  malah blunder aku benci exynos, cuma kalau  lu lawan 2200 vs dimensity 7300, jauh bang.",negatif
hal  paling saya sesalin dalam memilih hp adalah... pernah beli brand ini....sumpah kapok...!!!,negatif
serius langkah  diambil gini wkwkwkwk bad decision,negatif
7300 isn&#39;t worth the price,negatif
chip gapunya sendiri pake dimensity ampas harga 9jt++ lah kocakk,negatif
oppo ga punya laptop lain ? masa pake macbook atau paling enggak ya pake tablet nya lah kyk oppo pad air,negatif
ngomong performa tp gak ngaca produk oppo chipsetnya paling lawak dibanding kompetitor,negatif
"intinya beli produk apple yakk, soalnya cmo oppo indo aja pake produk apple ketimbang oppo .",negatif
badut  sengaja biar viral ya bang?,negatif
don&#39;t mind me just leaving thumbs down to this video,negatif
"sensornya bocor tuh, pake macbook ternyata <a href=""",negatif
"too much smoke, bad call!",negatif
ada fakta dibalik produk apple  pihak apple sendiri melarang produknya digunakan oleh tokoh antagonis. siap-siap menerima surat cinta ya pak,negatif
"performa terbantahkan , pindah ke keseimbangan dan  efisiensi daya ,  pindah lagi pengembangan ai , kena lagi bilangnya ai kami belum sempurna,  udahlah fokusin aja ke filter kamera di low end brand lu buat kaum ibu ibu fb pro dengan konten gajelasnya, mereka butuh filter lu biar cantik seputih tepung  ,midrange tanpa diberitahu juga udah terkenal kurang bagus kok ,",negatif
anjir ngakak,negatif
"dalem hati cmo nya: “gila w keren bgt nih, pasti banyak  setuju sama w”",negatif
gw setuju tapi bagian menghujat awokawok,negatif
coba tebak kapan videonya kehapus atau dihapus,negatif
klarifikasi paling,negatif
buset nge roasting  bikin chipset mereka pake gk tuh,negatif
"yaelah masih kencengan 2200 kali, performa apaan",negatif
"blunder nih, defense banget. oppo you need to understand that sometimes it&#39;s not about you or what you think, ga perlu lah defensive dan cara patrick defend itu ga simpatik",negatif
l,negatif
titip dulu,negatif
"ketika dibilang mesin geternya ampas, jawabannya kami fokus pada performa, tapi ketika dicek peformanya jg ampas untuk ukuran hp 9jt wkwkwk.",negatif
yang harusnya chipset antutu 500-600rb di 4-5 jutaan,negatif
wkwkw brrti elek tenan,negatif
sodaranya aja udah dapet chipset flagship atau kamera periscope di harga segitu,negatif
padahal jujur aja kami fokus di cuan,negatif
badut wkwkw,negatif
blunder,negatif
lebih seimbang,negatif
"yaaa sekali aja beli ni merk wkwkwk. ya emg ga semua produk bahkan dari brand lain itu sesempurna itu. tp kl tujuannya bikin video ini nyari tau apa  diomongin reviewer, iya uda diterima dong. toh kekurangan  disebutin jg kebanyakan sama. uda bagus jelasin krn biar adem blablabla. uda stop di situ aja. ini kok malah bandingin brand lain? kok malah nyangkut2 kefitur ai ai kalian  b aja itu? malah nunjukin anti kritiknya ",negatif
oppo dan bloatware pinjol nya.,negatif
satu2 nya produk oppo yang gw pake itu cuma tws enco buds 2 karena emang lumayan bagus aja buat jadi alternatif tws dibanding merk2 gak jelas di range harga nya yang sama.   kalo hp gw masih skeptis sama brand ini.,negatif
"halah taek pak, mundur aja",negatif
lawakan 2024,negatif
gimanaaaaaa gituuuuuu wowwowkwk,negatif
kualitas pelayanan produk udah bagus oppo.. but vidio di atas malah seakan produk sendiri jd seperti gak laku. sumpah reputasi oppo  bagus jd kotor,negatif
l,negatif
"dulu pernah pake oppo f1, udah cukup ga bakal balik lagi kayanya. sekarang pegang brand  dibilang pake chipset exynos ",negatif
"reno series yang paling terbaik sepanjang masa ya itu oppo reno 10 series terutama oppo reno 10 pro+ 5g, cuman minus nya itu loh yang fatal banget",negatif
tolong kasih tau cmo oppo kalo kebanyakan dri kita sblm beli hp pasti nunggu david review wkwk,negatif
ini sbnernya disini bsa jadi cela buat kometitor nya buat bikin parodi wkwk kalo tunjukin kalo kompetitornya ga anti kritik pasti lngsung crit damage,negatif
"bener, video ini malah jadi bumerang buat oppo, selain hujatan netizen, merek-merek yang disenggol malah dapet kesempatan buat manfaatin blunder ini ",negatif
"yang pertama memanfaatkan pasti samsul ga ngapa-ngapain disenggol, mana yang disenggol chipset keluaran 2 tahun lali",negatif
"@@panjulkrenz469 dan kocak nya chipset keluaran 2 tahun lalu itu masih lebih baik ketimbang chipset yang di gunakan oppo reno 12, walau lebih panas tapi jelas memberikan perfoma lebih baik, kalau cuman masalah panas cukup beli hetsink atau main di ruangan ber ac problem selesai.",negatif
​@@panjulkrenz469real cuy saya sedang menunggu postingan dari samsul,negatif
bener banget video ini ngasih crit rate 80-90% tinggal kompetitor ngumpulin crit damagenya aja langsung sokes,negatif
tamat.,negatif
"nyari pembenaran doang, argumen topik satu sm lain ga konsisten. blunder of the year",negatif
ini siapa  ngide utk bikin video ginian??  kalian gk akan dapet hasil apapun dari video ini selain jadi bahan hujatan &amp; ide utk kompetitor ngeroast produk kalian.. astaga..   blunder bgt ini sih.,negatif
"harusnya cmo nya sendiri lah, siapa lagi wkwkwk",negatif
membadutkan diri,negatif
bang kalau lagi flu gk usah klarifikasi dulu napa ? blunder kan dihujat antusias gadget,negatif
halah bacot 9jt main bensin impek setting lowest doang wkwk,negatif
handphone harga 8 juta tapi update os ga bisa 7 tahun?  wajar ga laku produknya,negatif
kesimpulan pake apple aja sesuai laptop,negatif
kaaokwwowkwokwow lawak,negatif
wkwk blunder,negatif
ini gimana sih konsepnya? mau kasih feedback atau kritik? soalnya kalau kritik malah dikritik sendiri jadi bingung,negatif
download videonya dulu ah,negatif
blunder of the week,negatif
"untuk mesin getar haptic feedback, saran saya mr cmo lebih baik pakai type 0916 yang dimana kelas flagship, harga handphone nya sudah diatas 8 juta yang harusnya dikasih kelebihan sedikit yakni dikasih esa atau lsa 0916 turbo. kalo pakai 0816 kan sayang parah ya walaupun sama se type dengan fold 6 jatuhnya",negatif
ah nikmatnya keblunderan ini,negatif
wtf?,negatif
layar lengkung tapi dagu diperbaiki dulu. masih bengkak,negatif
bro compared his own chipset with others which already released 2-3 years ago shake my head haha,negatif
"ninggalin jejak dulu ah, kapan lagi liat orang blunder ",negatif
"suicide move, oppo. wrong decision.",negatif
tydak bisa berkata kata,negatif
"<a href=""  pake macbook wkwkwk",negatif
"yok dimakan gorengannya sebelum dingin, atau sebelum di takedown, gatau yang mana yang duluan",negatif
"seharusnya oppo jangan pakai macbook lah....parah banget kan, malah jadi promosi brand apple. petinggi lu malah pakai produk lain buat klarifikasi. parah bener, kalo gw jadi owner ga pake lama, sp melayang ke manajemen",negatif
halah nyocot,negatif
"vibrator kure g katanya fokus ke performa, giliran kompare performa dwngan brand lain malah bilang banyak  performa nya diatas hape ini. ah eek gimana sih bang bikin pikiran aja lu orang mau bobo juga",negatif
"<a href="" produk buah buahan  tersenyum lihat ini",negatif
"gua pake yt vanced keliatan dislike udah 1,3rb like cuma 97 blunder parah nih..??",negatif
"wah, dari dulu berat dislike selalu ada angkanya? gimana cara liatnya?",negatif
"​@@adrianabrarpake yt  udh di modif, bisa di mod return yt dislike buat liat dislike nya, cuma gk 100% akurat tapi lumayan buat kasih insight dislike video",negatif
"sekarang 2,4k bang ",negatif
udah lebih 3k sek,negatif
"udh 4,7k bang",negatif
"hadeh, sekelas cmo ngasih argumen kek gini. gak fatal kah bagi pihak oppo? kasar yah",negatif
tebak kapan di takedown nya,negatif
"akwowko ntar lagi ditakedown ini yakinku, bakal turun penjualan merk ini pastinya ",negatif
kpn di-takedown min?,negatif
"wkwkwkwk marketing bukannya bikin orang tertarik beli produknya, tp malah blunder parah dan bikin orang jadi makin males beli produknya.   saya suka saya suka ",negatif
besar²in brand. tapi pake laptop brand lain... lucu ya.,negatif
"pengalaman dulu ke toko niat beli hp lenovo a6000 plus, sama sales rada maksa buat beli oppo...... akhirnya males jadi pulang dulu besok&#39;nya dateng lagi ke toko liat sales bersangkutan ngga ada, langsung bungkus lenovo a6000 plus terus pulang cepet2",negatif
"ciaaaaaa bocorrr tuhh om <a href=""",negatif
"sangat mengecewakan oppo ,tidak seharusnya mereact youtuber, cukup berbenah aja",negatif
"<a href=""",negatif
aryo ma aja sampai capek,negatif
kocak,negatif
nampaknya oppo indonesia bakal introduce cmo yang baru,negatif
"<a href=""  wkwkwkkwkwk gaush disensor bang logo apple nya. jadi makin keliatan badutnya",negatif
wkwkwkkwk badut badut,negatif
really? u say that stupid shit?,negatif
"ini adalah gambaran kena salles oppo kalau ngebandingin sama brand lain suka ngaco, chipset exynos keluaran 2022 di compare sama  mediatek 7300 kelauaran 2024 parahnya  di thun 2022 lebih bagus ketimbang  di 2024 ",negatif
yang punya produk pun saya yakin lebih milih pakai produk apple juga kan,negatif
yakin 100% gue  ini aja petinggi nya pake mac,negatif
tmn2 ku  menejemen oppo nya aja tiap hari update mirror self pk ip kak,negatif
liat di kantongnya si cmo pasti ada ip 16 pro max,negatif
​yakin ini mba kualitas petinggi oppo seblunder ini? srius masa kalah sama david soal perhapean@@intanchyntia3206,negatif
anjir ini mah  kasian salesnya oppo bakal tambah susah mencapai target jual produknya  sabar para sales oppo,negatif
"logo apple nya kemana kok ilang ? ga pede sama notebook sendiri? apa karna panas atau lemot , mana udah nyenggol² brand lain, mediatek pikir² lagi kalo mau kerjasama sama brand badut ini ",negatif
"aku bukan ahli bahasa, apalagi  narasinya mix bahasa indo dg inggris. cuma merasa ini org ga terima produknya mendapat kritik dan beberapa kalimatnya terdapat kontradiksi.",negatif
galaxy ai komponis kau anggap becanda kah bang?,negatif
bang kamu kebakar yah?,negatif
idiot,negatif
"go cry about it, because i don&#39;t care. oppo laku cuma karena sales dan after salesnya bagus, bukan karena smartphone nya yang bagus. orang yang beli karena kemakan iklan dan ga ngulik tentang teknologi.",negatif
"sebuah marketing yang gagal, gagal total. saya rasa oppo bakalan kehilangan banyak market share di harga segini. karena di budget segini promotor kalian udah ga mempan, rata² udah pada melek terhadap spek-fitur.",negatif
ala ala mau kayak nothing wkwkwk,negatif
"udh gak zamannya bandingin produk sendiri dg produk lain.,. it&#39;s so childish.,.   dan nyenggol reviewer ... it&#39;s suicide.,. ",negatif
ganti cmo sih menurut gw,negatif
blunder sih ini,negatif
"untung aja youtube gak nampilin berapa banyak dislike di youtube. takutnya malah video ini juara 1 video paling tinggi dislike nya tahun 2024.  lebih pas kalo oppo bahas produk flagship aja. jangan masuk ke kelas menengah apalagi entry. siap2 aja jadi bahan lawakan sama netizen. coba cek dulu video rekomendasi 2-3 tahun ini dari berbagai channel review, seberapa banyak hp oppo direkomendasikan oleh para reviewer. wong mereka lebih banyak megang berbagai jenis hp dibandingkan para netizen.",negatif
gw pake revanced jadi ketahuan like 38 dislike 284...,negatif
yok bisa yuk brand badut ini gulung tikar,negatif
"​@@juanincognitosekarang udah 1,2k dislike ",negatif
dah 1.5k,negatif
update please ud brp?,negatif
downfall kah?,negatif
like 36 dislike 284 loh saat saya menonton video ini artinya sebagian besar netizen lebih beranggapan negatif terhadap video anda. sepertinya akan lebih baik jika video ini anda hapus sebelum semakin banyak orang beranggapan negatif terhadap brand anda.,negatif
" like sallesnya bang, lagi di data itu  belum like siapa saja wkwk",negatif
nah bagus deh makin banyak orang  tau klo produk lo sampah makin bagus,negatif
"ga usah compare ama exynos 2200 pak, udah beda kasta dan itu pun release 2 tahun lalu. lawan exynos 1480 dulu noh  kelasnya midrange dengan tahun release  sama dengan d7300 ,",negatif
"ya ampun cmo sampe bikin konten ginian </a> udah gitu terkesan tidak paham sama gadget &quot;buatan sendiri&quot;, pembahasannya belepotan &amp; muter ke mana-mana. </a>",negatif
"shitty product, shitty editor, shitty cmo",negatif
brand ini lawak bener dah,negatif
nah take the big l bro,negatif
"kocak bener yaa, dikira kita toll *l apa",negatif
ini yakin bikin konten begini?,negatif
ini kalo jumlah dislike keliatan kek dulu pasti jomplang angkanya,negatif
"0;26 oct 9 2024, like 44, dislike 377. keliatan krna revanced ",negatif
263 dislike wkwkwkwkk,negatif
seberapa penting sih ai  di banggaan oppo .,negatif
"anti kritik, hoek",negatif
"could you clarify who on the team supported this decision to make the video? it seems like this may not have been the best course of action, and i believe it could create unintended challenges.",negatif
hp sampah,negatif
"terlalu sok asik, malah jatuhnya anti kritik. perbaiki di lain hari.",negatif
halah macbuk masih gagal sensor gini. udah gitu denial,negatif
kocak anjir .. untung selama hidup ga pwrnah kena godaan sales oppo dan niat beli.. tuk keluarga jg ga pernah rekomen nih merk satu,negatif
waduh ada gorengan anget nih wkwk,negatif
worst marketing campaign ever,negatif
5 menit isinya sampah,negatif
"bandinginnya kok sama chipset keluaran januari 2022? harusnya sama chipset kekinian dong   lagian juga exynos 2200 sama dimensity 7300 energy menang exynos ke mana-mana, kecuali di efisiensi dayanya.",negatif
"jangankan sama exynos 2200, ama exynos 1480 aja masih unggul exynos 1480 ",negatif
lawan naga 782g aja kalah bahkan sama dimensity 7200 juga kalah,negatif
"sama exynos 1480 dulu aja lah ,ngk usah maksain ke 2200",negatif
jangan bahas lawan exynos dulu bang. bahas aja dulu bloatware pinjol di hp oppo.,negatif
@@arigidhawy sama d8050 infinix gt 10 pro  3 jutaan aja kalah,negatif
"​@@jovanrustiadi5922 sama tecno camon 20 pro aja kalah, harga 2jt an malah ",negatif
"@@2jarian876 lawak emang, katanya fokus performa tapi kalah sama hp 2-3 jutaan ",negatif
video ini akan ditakedown dalam 3...2....1...,negatif
"<a href="" apaantuh",negatif
ga konsisten gini yaa jwbnya wkwk,negatif
cmo blunder,negatif
oppo oh oppo,negatif
"topi saya blunder, blunder topi sayaa...",negatif
" briefing cmo nya siapa ini woy?, hehee. strategi marketing bgini g cocok dipake di indo, malah kena rujak tar. bahayaa blunder.",negatif
8 jt bisa dapet snapdragon 8 gen 2,negatif
dikritik bukanya membenahi malah mencari pembenaran soppo sopoo. btw bukanya exynos 2200 itu keluaran tahun 2022 ya,negatif
yeees  sekarang ada exy 2400 yang malah 2 minggu lalu ada di s24fe yang gak jauh beda harga nya dengan reno12,negatif
"ama chip 2022 aja masih kalah, gmn  skrg ini di s24 fe",negatif
@@farrelnathaniel6371 kejang2 keknya aowkwowkwk,negatif
​@@forestforce2951iya bener nambah dikit dapat chipset  jauh lebih gahar segahar kakaknya s24/s24+  selisihnya 3 - 5jt an,negatif
"<a href="" someone is getting fired today  what’s with the apple logo right there???",negatif
"l cmo, l brand",negatif
segera reuplod sblm video ini diapuss,negatif
"wkwkwkw, eiger part 2 gaesss",negatif
ditunggu video klarifikasinya wkwkwk,negatif
"oppo sekarang udah kayak honda, ngeles mulu. btw bentar lagi anjlok sahamnya nih, saatnya belanja wkwk",negatif
hahhah rangka esaff,negatif
maksa banget inggris lu tong tong,negatif
"<a href=""",negatif
"katanya bilang fokus performa tinggi, tapi kemudian bilang fokus pada keseimbangan. lawak lawak. haptic feedback mempengaruhi hemat daya? apakah anda tidak tau ada fitur on off?  ampas mah ampas saja, mentang mentang brand gede terus cuma jualan brand kualitas di turunkan. basi!!",negatif
"belajar dari kesalahannya fufuf*f* nih kayaknya, nyenggol kompetitor tapi disensor.  seandainya fufuf*f* juga bisa menerapkan sensor pada diri sendiri kayak oppo, gorengannya ga bakal sampe gosong mungkin ya.",negatif
kocak oppo,negatif
kasih beliau gelar boty (badut of the year),negatif
" paling top dari brand ini adalah salespersonnya, genjutsunya pada high level cuyy, org masuk toko mau beli merek apa, keluar toko merek opo",negatif
"cmo nya kocak tapi, malah bikin salesnya pada kerja keras abis ini ",negatif
nyasar kaum gaptek,negatif
masih ada segment orang gaptek kok,negatif
"yakinnn?? di toko gw ,  mau beli oppo malah bisa gw switching ke brand gw tuhh",negatif
"@@devifransisca4779 ya karena toko mbak bukan salespersonnya brand ijo ini, tp ditoko lain sih banyak  jadi chunin nya brand ini lho mbak",negatif
‍ gorengan rek,negatif
dikasih masukan malah ngeles aja nih orang,negatif
"<a href="" alesan nya gak masuk akal, kebalik cara mikirnya. harusnya default setting nya 120fps di semua app. baruuu, kalo user pengen aplikasi tertentu jalan di 60fps aja, mereka ganti manual.",negatif
"betul, atau kalau mau ya setting tengah-tengah jadi 90hz, jangan malah setting ke 60hz, biar lebih ngehemat baterai gitu? ",negatif
"pantesan bisa ngiklanin effisiensi daya, ternyata semua app default nya 60hz, lawak banget​@@nurmur4010",negatif
"nah, ini bener, kalo kita udah setting untuk 120, ya kita maunya 120 semua, klo ada  mau kita ubah ke 60 ya kita setting sendiri, ini udah di set ke 120 tapi rata2 aplikasi masih di 60 ya sama aj nambah kerjaan  harusnya cukup setting 1x jadi banyak setting ke aplikasi2 lain.",negatif
the video recording of reno 12 series isn&#39;t that great for the price,negatif
malah blunder wkwk,negatif
saya melihat logo apple,negatif
udah bilang aja kalian pengen ambil margin gede. semua alesan  dibilang di video ini gak make sense.,negatif
saran gw hapus nih video,negatif
abis ini digoreng di grup hujat teknologi indo aoakaoaakok,negatif
saya kapok pakai hp oppo. karena saya dikibulin kena genjitsu sama seller hp yang nawarin hp oppo ke saya.,negatif
nye nye nyee,negatif
"hp sampahh rongsok, buang aje hp lu, brand s x sama saudara lu v tetep lebih menarik",negatif
"good, isi video full blunder ",negatif
"ini ceritanya pengen bikin kayak carl pei ya?  point pertama sama kedua udah kontradiktif, lucu ah",negatif
komentar nya singkat aja: jangan pernah lu counter2 feedback dari reviewer2 lagi kaya gini... berasa sok yes dan anti kritik lo... most trusted reviewer semacam gadgetin berani lu counter dengan gaya sok gitu ??? semoga sukses deh hahaha....,negatif
